score	id1	id2	blockString	subQuery
1	75	75	 [BLK]  [DES] are the other launch site of #entity1 [BLK]  [DES] rockets [DES] also have been launched from Cape Canaveral Air Force Station Launch Complex 5	 [TRP] ?e1 launch site Cape Canaveral Air Force Station Launch Complex 5 [TRP] ?e0 launch site ?e1
0	76	76	 [BLK]  [DES] have been given to Screenwriters [DES] awards	 [TRP] ?e0 presenter American Screenwriters Association
1	77	77	 [BLK]  [DES] wrote #entity1 [BLK]  [DES] the play [DES] Blanche DuBois is a character	 [TRP] ?e1 characters Blanche DuBois [TRP] ?e1 type play [TRP] ?e0 writer ?e1
0	78	78	 [BLK]  [DES] the television station [DES] whose affiliations is LATV	 [TRP] ?e1 affiliates LATV
0	79	79	 [BLK]  [DES] few schools situated in Reading, Berkshire	 [TRP] ?e0 alma mater Berkshire
0	80	80	 [BLK]  [DES] writer of A literary Nightmare [DES] also extended #entity1 [BLK]  [DES] the work of The Apple tree	 [TRP] ?e1 productions The Apple Tree [TRP] ?e0 education ?e1
0	81	81	 [BLK]  [DES] states [DES] does #entity1 go [BLK]  [DES] the stream [DES] ending at Saunders county	 [TRP] ?e1 country Saunders County, Nebraska [TRP] ?e0 city ?e1
1	82	82	 [BLK]  [DES] the rive whose mouth is located in Limerick [DES] location is Dowra	 [TRP] ?e0 source location Dowra [TRP] ?e0 mouth place Limerick
1	83	83	 [BLK]  [DES] all important people of #entity1 [BLK]  [DES] the non profit organization [DES] has Hilary Clinton as a key person	 [TRP] ?e1 key person Bill Clinton [TRP] ?e0 key people ?e1
1	84	84	 [BLK]  [DES] governor [DES] appointed Murray Gleeson	 [TRP] ?e1 appointer Murray Gleeson [TRP] ?e1 type governor
1	85	85	 [BLK]  [DES] are the different religions followed by #entity1 [BLK]  [DES] presidents [DES] whose prime minister was Surayud Chulanont	 [TRP] ?e1 prime minister Surayud Chulanont [TRP] ?e1 type president [TRP] ?e0 religion ?e1
0	86	86	 [BLK]  [DES] the junctions [DES] lie on U.S. Route 59 in Texas [DES] lie on U.S. Route 59 in U.S. Route 59	 [TRP] ?e0 located in area Texas
0	87	87	 [BLK]  [DES] sports [DES] are played typically in private schools	 [TRP] ?e0 type Private school
1	88	88	 [BLK]  [DES] senator [DES] did military unit VMF-155 belong	 [TRP] ?e0 military unit VMF-155 [TRP] ?e0 type senator
0	89	89	 [BLK]  [DES] held #entity1 [BLK]  [DES] a position [DES] when Gough Whitlam was the prime minister	 [TRP] ?e1 prime minister Gough Whitlam [TRP] ?e0 child ?e1
0	90	90	 [BLK]  [DES] places [DES] can I find #entity1 [BLK]  [DES] wine [DES] made of Vitis vinifera grapes	 [TRP] ?e1 main ingredient Vitis [TRP] ?e0 country ?e1
1	91	91	 [BLK]  [DES] people [DES] schooled in Penn State Nittany Lions football studied	 [TRP] ?e0 school Penn State Nittany Lions football
1	92	92	 [BLK]  [DES] political party [DES] Baraily , MP [DES] has governed in Jowai	 [TRP] ?e0 leader name Jowai
1	93	93	 [BLK]  [DES] the drinks originated in England	 [TRP] ?e0 country of Origin England
0	94	94	 [BLK]  [DES] do the CNN employees typically graduate from	 [TRP] ?e0 former employers CNN
0	95	95	 [BLK]  [DES] the stations [DES] are a part of the North Caucasus railway	 [TRP] ?e1 start year North Caucasus Railway
1	96	96	 [BLK]  [DES] have campuses at Iowa [DES] educational institutes [DES] have campuses at Indiana	 [TRP] ?e0 campus Iowa [TRP] ?e0 campus Indiana [TRP] ?e0 type educational institution
0	97	97	 [BLK]  [DES] topics is tuned in to in Washington DC [DES] Radios on	 [TRP] ?e0 city  Washington DC Current
0	98	98	 [BLK]  [DES] the company [DES] founded in US [DES] created Visual Studio	 [TRP] <e0> Studio product
0	99	99	 [BLK]  [DES] did Paul Jones do his highschool	 [TRP] ?e0 residence Paul Jones (wrestler)
0	100	100	 [BLK]  [DES] did #entity1 die [BLK]  [DES] chancellor [DES] served by Rudolf Kirchschlger	 [TRP] ?e1 silver Rudolf Schnyder [TRP] ?e0 gold medalist ?e1
1	101	101	 [BLK]  [DES] the political party [DES] is an international party of Hamas	 [TRP] ?e1 international Hamas [TRP] ?e1 type political party
1	102	102	 [BLK]  [DES] Gremlin use an Audi engine	 [TRP] ?e0 header Gremlin
0	103	103	 [BLK]  [DES] does #entity1 play [BLK]  [DES] the sister station of virgin radio	 [TRP] ?e1 sister station Virgin Radio (France) [TRP] ?e0 network ?e1
0	104	104	 [BLK]  [DES] follow the US Navy Department's command structure [DES] units	 [TRP] ?e0 country The Departed
0	105	105	 [BLK]  [DES] sport [DES] amongst the one Lagos Preparatory School practices , did Willian Garne play for	 [TRP] ?e0 region Lagos Preparatory School
0	106	106	 [BLK]  [DES] religions [DES] are followed by economists	 [TRP] ?e0 discipline De Economist
0	107	107	 [BLK]  [DES] have written for Jump Square [DES] different writers	 [TRP] ?e0 image file Jump Square
0	108	108	 [BLK]  [DES] is the broadcast area of WBCQ(SW)	 [TRP] ?e0 broadcast area WBCQ-FM
0	109	109	 [BLK]  [DES] the non profit organization [DES] has Hilary Clinton as a key person	 [TRP] ?e1 key person Hilary Duff
1	110	110	 [BLK]  [DES] Jordan Cronenweth was Vangelis [DES] was Vangelis [DES] music composer was Vangelis	 [TRP] ?e1 music composer Vangelis
0	111	111	 [BLK]  [DES] the people [DES] fought in Operation Barbarossa	 [TRP] ?e1 place Operation Barbarossa
0	112	112	 [BLK]  [DES] school [DES] also plays Association football	 [TRP] ?e1 athletics Association football
1	113	113	 [BLK]  [DES] is the location country of #entity1 [BLK]  [DES] the bank [DES] whose successor is Mauritius Bank	 [TRP] ?e1 successor Mauritius Bank [TRP] ?e1 type bank [TRP] ?e0 państwo ?e1
0	114	114	 [BLK]  [DES] a band [DES] Jay Lane used to be	 [TRP] ?e1 instrument Jay Lane
0	115	115	 [BLK]  [DES] mountain [DES] are there in Sierra Nevada range	 [TRP] ?e0 mountain range Sierra Nevada (Spain) [TRP] ?e0 type mountain
1	116	116	 [BLK]  [DES] is owner of #entity1 [BLK]  [DES] the soccer club [DES] owns the Cobham Training Centre	 [TRP] ?e1 owner Cobham Training Centre [TRP] ?e1 type soccer club [TRP] ?e0 owner ?e1
0	117	117	 [BLK]  [DES] is signed up with Sony Music Entertainment	 [TRP] ?e0 label Sony Music Entertainment Japan
1	118	118	 [BLK]  [DES] is the alma mater of Andrew W. Lewis	 [TRP] ?e0 alma mater Andrew W. Lewis
1	119	119	 [BLK]  [DES] persons [DES] is Ron Cyrus a relative	 [TRP] ?e0 relation Ron Cyrus [TRP] ?e0 type person
0	120	120	 [BLK]  [DES] start in Wyoming [DES] rivers	 [TRP] ?e0 route start Wyoming
0	121	121	 [BLK]  [DES] did Marvo originate	 [TRP] ?e0 strip name Marvo the Wonder Chicken
0	122	122	 [BLK]  [DES] is owned by #entity1 [BLK]  [DES] company one of [DES] division is Paramount Domestic Television	 [TRP] ?e1 division Paramount Domestic Television [TRP] ?e0 parent company ?e1
0	123	123	 [BLK]  [DES] mountain range [DES] Pointe d'Aveneyre belongs to	 [TRP] ?e0 long d Pointe d'Aveneyre
0	124	124	 [BLK]  [DES] cities [DES] does #entity1 go [BLK]  [DES] the river [DES] flowing into Arkansas	 [TRP] ?e1 mouth mountain Arkansas [TRP] ?e1 type river [TRP] ?e0 city ?e1
1	125	125	 [BLK]  [DES] the actors of Lucy Sullivan Is Getting Married	 [TRP] ?e0 starring Lucy Sullivan Is Getting Married
1	126	126	 [BLK]  [DES] the college of hubert Wiggs [DES] is the common university iof vanderbilt Commodores	 [TRP] ?e0 college Hubert Wiggs [TRP] ?e0 university Vanderbilt Commodores men's basketball
0	127	127	 [BLK]  [DES] was founded by #entity1 [BLK]  [DES] pina Records [DES] has name of Geography of Puerto Rico	 [TRP] ?e1 name Geography of Puerto Rico [TRP] ?e0 Location ?e1
1	128	128	 [BLK]  [DES] is the birth location of #entity1 [BLK]  [DES] the advisor of Richard Hofstadter	 [TRP] ?e1 doctoral advisor Richard Hofstadter [TRP] ?e0 birth place ?e1
1	129	129	 [BLK]  [DES] The Orator [DES] the National Archaeological Museum of Florence	 [TRP] <http://dbpedia.org/resource/The_Orator> museum National Archaeological Museum (Florence)
0	130	130	 [BLK]  [DES] has given guest appearances on #entity1 [BLK]  [DES] the TV [DES] #entity2 Makes 3 [BLK]  [DES] Episodes [DES] whose #entity3 Mama [BLK]  [DES] music [DES] done by Mama	 [TRP] ?e3 Artist Mama Say [TRP] ?e2 associated musical artist ?e3 [TRP] ?e1 musical artist ?e2 [TRP] ?e0 producer ?e1
1	131	131	 [BLK]  [DES] have become famous by #entity1 [BLK]  [DES] movies [DES] produced by Laurence Mark	 [TRP] ?e1 producer Laurence Mark [TRP] ?e1 type movie [TRP] ?e0 known for ?e1
0	132	132	 [BLK]  [DES] country [DES] AH141 highway is a part of	 [TRP] ?e0 location The Highway
1	133	133	 [BLK]  [DES] the saint [DES] whose major shrine is in Canada [DES] was canonized by Pope Benedict XVI	 [TRP] ?e0 major shrine Canada [TRP] ?e0 canonized by Pope Benedict XVI [TRP] ?e0 type saint
1	134	134	 [BLK]  [DES] baseball team [DES] is managed by Bruce Bochy	 [TRP] ?e0 Team Bruce Bochy
1	135	135	 [BLK]  [DES] a project [DES] involved in the Occupation of Japan	 [TRP] ?e1 battle Occupation of Japan
1	136	136	 [BLK]  [DES] live in #entity1 [DES] politicians [BLK]  [DES] a city [DES] led by T.S. Thakur	 [TRP] ?e1 country Baba Thakur [TRP] ?e0 residence ?e1
1	137	137	 [BLK]  [DES] is the headcoach of 2008-09 Marquette Golden Eagles men's basketball team	 [TRP] ?e0 headcoach 2008–09 Marquette Golden Eagles men's basketball team
1	138	138	 [BLK]  [DES] aussie PM [DES] Martin Ferguson served under [DES] Mike Kelly served under	 [TRP] ?e0 prime minister Martin Ferguson [TRP] ?e0 prime minister Mike Kelly (Australian politician)
0	139	139	 [BLK]  [DES] Bridge that starts at Seberang Perai crosses over	 [TRP] ?e0 settlement type Seberang Perai
0	140	140	 [BLK]  [DES] the bridge [DES] crosses the Orange Line of MBTA	 [TRP] ?e1 operator MBTA Bus
0	141	141	 [BLK]  [DES] characters [DES] are there in The Office	 [TRP] ?e0 film director The Sting (The Office)
0	142	142	 [BLK]  [DES] the range Sierra Nevada (U.S.) [DES] located in California	 [TRP] ?e1 location California [TRP] ?e1 range Sierra Nevada (U.S.)
0	143	143	 [BLK]  [DES] all those [DES] previously played #entity1 Stadium [BLK]  [DES] a team [DES] ownes Varsity Stadium	 [TRP] ?e1 owner Varsity Stadium (Vancouver) [TRP] ?e0 stadium ?e1
0	144	144	 [BLK]  [DES] political party [DES] got elected in First Legislative Assembly of Uttar Pradesh	 [TRP] ?e0 leader First Legislative Assembly of Uttar Pradesh
1	145	145	 [BLK]  [DES] the pope [DES] was canonized by Agatha of Sicily	 [TRP] ?e1 canonized by Agatha of Sicily [TRP] ?e1 type pope
1	146	146	 [BLK]  [DES] the bank [DES] Fabio Mercurio works	 [TRP] ?e1 institution Fabio Mercurio
0	147	147	 [BLK]  [DES] the music artist [DES] collaborated with #entity1 [BLK]  [DES] the spouse of Jessi Colter	 [TRP] ?e1 spouse Jessi Colter [TRP] ?e0 performer ?e1
0	148	148	 [BLK]  [DES] TV shows [DES] network [DES] known as the CW	 [TRP] ?e0 key person The CW
0	149	149	 [BLK]  [DES] elections [DES] Y. S. Rajasekhara Reddy won	 [TRP] ?e1 relation Y. S. Rajasekhara Reddy
0	150	150	 [BLK]  [DES] is operated by BNSF railways [DES] the tunnel	 [TRP] ?e0 operator BNSF Railway
0	151	151	 [BLK]  [DES] was #entity1 of Dave Attel [BLK]  [DES] influencer [DES] also starred in Adios Amigo	 [TRP] ?e1 producer ¡Adios Amigos! [TRP] ?e0 associated acts ?e1
0	152	152	 [BLK]  [DES] basketball players [DES] Los Angeles Lakers is the team of	 [TRP] ?e0 team Los Angeles Lakers
1	153	153	 [BLK]  [DES] awards did #entity1 [DES] is the creator of Creature Comforts , won [BLK]  [DES] writer [DES] is the creator of Creature Comforts , won	 [TRP] ?e1 creator Creature Comforts [TRP] ?e1 type writer [TRP] ?e0 award ?e1
1	154	154	 [BLK]  [DES] scientist [DES] did doctoral students erban ieica [DES] did Erich Bagge study	 [TRP] ?e0 doctoral students Erich Bagge
1	155	155	 [BLK]  [DES] broad cast area od CFRX [DES] is the country of North America Poker Tour	 [TRP] ?e0 country North American Poker Tour [TRP] ?e0 broadcast area CFRX
0	156	156	 [BLK]  [DES] some teammates of Ndonga Mianga	 [TRP] ?e0 short description Ndonga Mianga
0	157	157	 [BLK]  [DES] some organizations in Auckland [DES] created to do	 [TRP] ?e0 located in area Auckland
0	158	158	 [BLK]  [DES] are located in #entity1 [DES] buildings [BLK]  [DES] the jurisdiction of John Tory	 [TRP] ?e1 leader name John Tory [TRP] ?e0 located in area ?e1
0	159	159	 [BLK]  [DES] islands [DES] belong to #entity1 [BLK]  [DES] archipelagos [DES] located in the pacific	 [TRP] ?e1 Location Pacific Life [TRP] ?e0 owner ?e1
1	160	160	 [BLK]  [DES] counties [DES] does the road go #entity1 [BLK]  [DES] starts at the Port Klang	 [TRP] ?e1 start Port Klang Line [TRP] ?e0 address ?e1 [TRP] ?e0 type country
1	161	161	 [BLK]  [DES] awards [DES] did #entity1 win [BLK]  [DES] the narrator of Oscar and Lucinda	 [TRP] ?e1 narrator Oscar and Lucinda (film) [TRP] ?e0 awards ?e1
1	162	162	 [BLK]  [DES] Michael Schumacher [DES] a pole driver in the 1999 GP	 [TRP] ?e0 pole driver Michael Schumacher
1	163	163	 [BLK]  [DES] the cause of death of Martino Martini	 [TRP] ?e0 death cause Martino Martini
1	164	164	 [BLK]  [DES] the stadium [DES] the UFC 152 take place	 [TRP] ?e1 location UFC 152
1	165	165	 [BLK]  [DES] are the stars of #entity1 [BLK]  [DES] the movies [DES] are distributed by Artisan Entertainment	 [TRP] ?e1 distributor Artisan Entertainment [TRP] ?e1 type movie [TRP] ?e0 starring ?e1
0	166	166	 [BLK]  [DES] is the common religious affiliation of #entity1 [BLK]  [DES] Wickramabahu Central College(National School) and [DES] of Vesak	 [TRP] ?e1 country Wickramabahu Central College (National School) [TRP] ?e0 allegiance ?e1
0	167	167	 [BLK]  [DES] all those [DES] have played as a defenceman	 [TRP] ?e1 birth place David Savard
0	168	168	 [BLK]  [DES] companies [DES] were founded in toronto	 [TRP] ?e1 location Toronto [TRP] ?e1 type company
0	169	169	 [BLK]  [DES] was succeeded by Arthur Gegei as the office ho0lder	 [TRP] ?e0 short description Arthur Magennis
0	170	170	 [BLK]  [DES] directed #entity1 [BLK]  [DES] the albums [DES] recorded in Anaheim	 [TRP] ?e1 division Anaheim Ice [TRP] ?e0 parent company ?e1
0	171	171	 [BLK]  [DES] is produced by companies in Douglas , Isle of Man	 [TRP] ?e0 territory Isle of Man
1	172	172	 [BLK]  [DES] were the first drivers in #entity1 [BLK]  [DES] the grand prix [DES] took place at Autodromo Enzo e Dino Ferrari	 [TRP] ?e1 location Autodromo Enzo e Dino Ferrari [TRP] ?e1 type Grand Prix [TRP] ?e0 first driver ?e1
0	173	173	 [BLK]  [DES] video game distributor [DES] parent company is Warner Bros	 [TRP] ?e1 parent company Warner Bros.
0	174	174	 [BLK]  [DES] the people [DES] graduated from the National and Kapodistrian University of Athens	 [TRP] ?e1 education National and Kapodistrian University of Athens
1	175	175	 [BLK]  [DES] teams that Andrew Economos played for [DES] one did Jerrel Jackson play his first game for	 [TRP] ?e1 former team Andrew Economos [TRP] ?e1 debut team Jerrell Jackson
0	176	176	 [BLK]  [DES] country [DES] outflow of Lake Uniamsi [DES] inflows of the Cahora Bassa	 [TRP] ?e0 country Cahora Bassa (HVDC)
0	177	177	 [BLK]  [DES] Uniontown [DES] does a Keller's mill covered bridge exist too	 [TRP] ?e1 city  Keller, Texas
1	178	178	 [BLK]  [DES] band [DES] past member are Joe Jonas [DES] past member are Nick Jonas	 [TRP] ?e0 associated band Joe Jonas [TRP] ?e0 past members Nick Jonas
1	179	179	 [BLK]  [DES] fictional character [DES] portrayed in Terminator 2 : Judgment Day	 [TRP] ?e0 main char team Terminator 2: Infinity [TRP] ?e0 type fictional character
0	180	180	 [BLK]  [DES] the scientist [DES] become #entity1 [DES] had academic advisor as Karl Ewald Hasse [BLK]  [DES] the part of Royal Society	 [TRP] ?e1 member Royal Society [TRP] ?e0 residence ?e1
0	181	181	 [BLK]  [DES] state [DES] largest city is Omaha	 [TRP] ?e0 country Omaha (horse)
