score	id1	id2	blockString	subQuery
0	27	27	Which [BLK]  [DES] cities [DES] are located on #entity1Which [BLK]  [DES] the sides of mediterranean sea	COMMON  [TRP] ?e1 site Mediterranean Sea [TRP] ?e0 destination ?e1
0	28	28	Who [BLK]  [DES] has given guest appearances on #entity1Which [BLK]  [DES] the TV [DES] #entity2 Makes 3Which [BLK]  [DES] Episodes [DES] whose #entity3 MamaWhich [BLK]  [DES] music [DES] done by Mama	COMMON  [TRP] ?e3 musical band Mama Say [TRP] ?e2 home town ?e3 [TRP] ?e1 occupation ?e2 [TRP] ?e0 award ?e1
1	29	29	How [BLK]  [DES] famous people [DES] are from the Filipinos	COUNT  [TRP] ?e0 state of origin Filipinos
0	30	30	Which [BLK]  [DES] company [DES] manufactures cars like the Opel Karl	COMMON  [TRP] ?e0 manufacturer Opel Karl [TRP] ?e0 type company
1	31	31	Which [BLK]  [DES] is the death location of #entity1Which [BLK]  [DES] the scientist [DES] is #entity2Which [BLK]  [DES] the known authority of Hallopus	COMMON  [TRP] ?e1 binomial authority Hallopus [TRP] ?e1 type scientist [TRP] ?e0 death place ?e1
0	32	32	Which [BLK]  [DES] the different religions [DES] have followed [DES] marshals	COUNT  [TRP] ?e0 first holder Field marshal
0	33	33	Which [BLK]  [DES] the athlete with Balgowan	UNKNOWN  [TRP] ?e1 country Balgowan, KwaZulu-Natal
0	34	34	Which [BLK]  [DES] The Times [DES] They Are a-Changin	UNKNOWN  [TRP] ?e1 owner The Times
0	35	35	Which [BLK]  [DES] politicians son [DES] is buried in Metairie Cementery	COMMON  [TRP] ?e0 burial Metairie Cemetery
0	36	36	Which [BLK]  [DES] the primary subjects of A Christian Turn 'd Turk	COMMON  [TRP] ?e0 position Turk Wendell
1	37	37	Is [BLK]  [DES] The Universe in a Single Atom [DES] a book about buddhism	JUDGE  [TRP] The Universe in a Single Atom literary genre Buddhism
0	38	38	Which [BLK]  [DES] sports [DES] are played at institues in Taguig	COMMON  [TRP] ?e0 location city Taguig
0	39	39	How [BLK]  [DES] head of agencies [DES] were there in Nazi Germany	COUNT  [TRP] ?e0 residence Nazi Germany
0	40	40	Which [BLK]  [DES] is the famous relative of Mrunalini Kunte known for	COMMON  [TRP] ?e0 relative Mrunalini Kunte
0	41	41	Which [BLK]  [DES] company [DES] owns #entity1Which [BLK]  [DES] the airlines [DES] whose hub is in Dubai	COMMON  [TRP] ?e1 subsidiary Dubai [TRP] ?e0 parent company ?e1
0	42	42	Which [BLK]  [DES] is the county seat of #entity1Which [BLK]  [DES] the county [DES] has an Evergreen High School	COMMON  [TRP] ?e1 city  Evergreen High School (Evergreen, Colorado) [TRP] ?e0 is part of ?e1
0	43	43	Which [BLK]  [DES] roads [DES] meet at the East Whiteland Township in Pennsylvania	UNKNOWN  [TRP] ?e1 meeting place Pennsylvania
1	44	44	Is [BLK]  [DES] the lena river flow [DES] the Laptev Sea	JUDGE  [TRP] Lena River mouth mountain Laptev Sea
0	45	45	Which [BLK]  [DES] the musical score of the The Times They Are a-Changin '(musical)	UNKNOWN  [TRP] ?e1 This album No Changin' Us
0	46	46	Which [BLK]  [DES] the county [DES] has an Evergreen High School	UNKNOWN  [TRP] ?e1 address Evergreen High School (Evergreen, Colorado)
0	47	47	Which [BLK]  [DES] the Glover's distributer	COMMON  [TRP] ?e0 is part of Glover Park
1	48	48	Which [BLK]  [DES] the success of PlayStation 2	UNKNOWN  [TRP] ?e1 predecessor PlayStation 2
0	49	49	Which [BLK]  [DES] musical artists [DES] collaborating with Waylon Jennings [DES] 	COUNT  [TRP] ?e0 Artist Waylon Jennings
1	50	50	Which [BLK]  [DES] some movies [DES] distributer is #entity1Which [BLK]  [DES] ceo is Ted Hartley	COMMON  [TRP] ?e1 key people Ted Hartley [TRP] ?e0 distributor ?e1
1	51	51	Which [BLK]  [DES] moto of american Classical League [DES] the academic discipline of Probus [DES] 	COMMON  [TRP] ?e0 academic discipline Probus (journal) [TRP] ?e0 Motto American Classical League
0	52	52	Which [BLK]  [DES] Name #entity1 [DES] made famous for Creature Comforts [DES] Which [BLK]  [DES] the awards [DES] have been given to the writer	COMMON  [TRP] ?e0 creator Creature Comforts
0	53	53	Which [BLK]  [DES] distributed by Warner Bros [DES] directed by Ridley Scott	COMMON  [TRP] ?e0 distributed by Warner Bros.
0	54	54	Which [BLK]  [DES] is the occupation of the band members of The Shirelles	COMMON  [TRP] ?e0 former band member The Shirelles
0	55	55	Which [BLK]  [DES] nation [DES] does the league take #entity1Which [BLK]  [DES] place [DES] C.D	COMMON  [TRP] ?e1 location C.D. Primeiro de Agosto (basketball) [TRP] ?e0 city  ?e1
0	56	56	How [BLK]  [DES] other characters [DES] are there of #entity1Which [BLK]  [DES] the plays [DES] has #entity2Which [BLK]  [DES] a characters [DES] name Joker(comics)	COUNT  [TRP] ?e1 characters Joker (comics) [TRP] ?e1 type play [TRP] ?e0 country of Origin ?e1
1	57	57	Which [BLK]  [DES] the different types of Flatbread	COUNT  [TRP] ?e0 type Flatbread
1	58	58	Which [BLK]  [DES] awards [DES] did#entity1 winWhich [BLK]  [DES] the film director of The Haunted House	COMMON  [TRP] ?e1 director The Haunted House (1929 film) [TRP] ?e0 awards ?e1 [TRP] ?e0 type award
0	59	59	Which [BLK]  [DES] christine rolfes [DES] born in	COMMON  [TRP] e2 Christine Rolfes birth date
1	60	60	Which [BLK]  [DES] the one [DES] had Yasmin Paige in them	UNKNOWN  [TRP] ?e1 starring Yasmin Paige
1	61	61	Which [BLK]  [DES] is the mascot of #entity1Which [BLK]  [DES] the military unit [DES] whose commander is Herbert Bautista	COMMON  [TRP] ?e1 notable commander Herbert Bautista [TRP] ?e1 type military unit [TRP] ?e0 mascot ?e1
1	62	62	Where [BLK]  [DES] is Hafthor Julius Bjornsson from	COMMON  [TRP] ?e0 state of origin Hafthór Júlíus Björnsson
1	63	63	Where [BLK]  [DES] the station [DES] whose sister channel is #entity1Which [BLK]  [DES] the Channel 3 in Thailand	COMMON  [TRP] ?e1 city Thailand [TRP] ?e0 Host city ?e1
0	64	64	Which [BLK]  [DES] manga [DES] was later illustrated by Tamon Ohta	UNKNOWN  [TRP] ?e1 death place Tamon Yamaguchi
1	65	65	Which [BLK]  [DES] companies [DES] make cars with a front engine , rear wheel drive layout	COMMON  [TRP] ?e0 automobile platform Front-engine, rear-wheel-drive layout
0	66	66	Which [BLK]  [DES] some softwares [DES] run on mac os	COMMON  [TRP] ?e0 engine Mac OS
0	67	67	Which [BLK]  [DES] the car [DES] was a new version of Daewoo's Tico	UNKNOWN  [TRP] ?e1 location Daewoo
1	68	68	Which [BLK]  [DES] mountain range [DES] Pointe d'Aveneyre belongs to	COMMON  [TRP] ?e0 mountain range Pointe d'Aveneyre
0	69	69	Which [BLK]  [DES] the former team of #entity1Which [BLK]  [DES] the american football players [DES] born in Pennsylvania	COMMON  [TRP] ?e1 birth place Pennsylvania [TRP] ?e0 Artist ?e1
1	70	70	Which [BLK]  [DES] the universities [DES] are a part of National Collegiate Athletic Association	UNKNOWN  [TRP] ?e1 athletics National Collegiate Athletic Association
0	71	71	Which [BLK]  [DES] the military branch of William Harper	UNKNOWN  [TRP] ?e1 birth year William Harper (composer)
0	72	72	Which [BLK]  [DES] the person [DES] produced Queer as Folk	UNKNOWN  [TRP] ?e1 region Queer as Folk (season 5)
0	73	73	Which [BLK]  [DES] other non-fiction subject of #entity1Which [BLK]  [DES] the books [DES] whose one of the subject is Racism	COUNT  [TRP] ?e1 subject Racism [TRP] ?e1 type book [TRP] ?e0 non-fiction subject ?e1
1	74	74	Which [BLK]  [DES] president [DES] Jimmie Fisher were governors under [DES] Winston Bryant were governors under	COMMON  [TRP] ?e0 Governor Winston Bryant [TRP] ?e0 Governor Jimmie Lou Fisher
0	75	75	Which [BLK]  [DES] and [DES] of Georgina Theodora Wood	UNKNOWN  [TRP] ?e1 order in office Georgina Theodora Wood
1	76	76	Which [BLK]  [DES] is the profession of #entity1Which [BLK]  [DES] the Chris Myers(New Jersey) [DES] is the governing body of Oahu Railway and Land Company	COMMON  [TRP] ?e1 governing body Oahu Railway and Land Company [TRP] ?e0 profession ?e1
1	77	77	Which [BLK]  [DES] belong [DES] was born in Nandurbar	UNKNOWN  [TRP] ?e1 birth place Nandurbar
0	78	78	Where [BLK]  [DES] does #entity1 end , intoWhich [BLK]  [DES] river [DES] the Rakitnica flows	COMMON  [TRP] ?e1 right tributary Rakitnica [TRP] ?e0 city ?e1
0	79	79	Which [BLK]  [DES] bridges [DES] located in California [DES] 	COUNT  [TRP] ?e0 location California
1	80	80	Where [BLK]  [DES] is the tomb of son of Bruce Lee	COMMON  [TRP] ?e0 resting place Bruce Lee
0	81	81	Which [BLK]  [DES] the Stadium of Costa Rica women's national football team	UNKNOWN  [TRP] ?e1 venue Costa Rica
0	82	82	Which [BLK]  [DES] down [DES] the important people of The Elders	COMMON  [TRP] ?e0 performer The Elders (album)
1	83	83	Is [BLK]  [DES] Esther Alder [DES] the mayor of Geneva	JUDGE  [TRP] Esther Alder mayor Geneva
1	84	84	Which [BLK]  [DES] religion [DES] did anupong paochinda [DES] did anupong udit raj follow	COMMON  [TRP] ?e0 religion Anupong Paochinda [TRP] ?e0 religion Udit Raj
0	85	85	Which [BLK]  [DES] are located in toronto [DES] companies	COMMON  [TRP] ?e0 located in area Toronto
1	86	86	Which [BLK]  [DES] have died in Mississippi [DES] Producers of	COMMON  [TRP] ?e0 death place Mississippi
0	87	87	Which [BLK]  [DES] places where Kurt Vonnegut Memorial Library exists [DES] did Louis LeCocq die	UNKNOWN  [TRP] ?e1 PLACE OF DEATH Louis LeCocq [TRP] ?e1 Location Kurt Vonnegut Memorial Library
0	88	88	Which [BLK]  [DES] are some devices made by Taiwanese companies	COMMON  [TRP] ?e0 romaji Taiwanese kana
1	89	89	Which [BLK]  [DES] country's people [DES] work in the Birdman enterprises	COMMON  [TRP] ?e0 location Birdman Enterprises
0	90	90	Which [BLK]  [DES] Which races has the horse bred by Jacques Va n't Hart participated in	COMMON  [TRP] ?e1 home town The Jacques [TRP] ?e0 education ?e1
1	91	91	Who [BLK]  [DES] the president [DES] a tennis player held office before John W. Weeks	COMMON  [TRP] ?e0 president John W. Weeks
1	92	92	Which [BLK]  [DES] the characters of Lysistrata	COMMON  [TRP] ?e0 characters Lysistrata
0	93	93	How [BLK]  [DES] information appliance [DES] are manufactured by #entity1Which [BLK]  [DES] companies [DES] located in Taiwan	COUNT  [TRP] ?e1 location Taiwan [TRP] ?e0 manufacturer ?e1
1	94	94	Which [BLK]  [DES] the commander [DES] whose deputy was Robert T. Herres	UNKNOWN  [TRP] ?e1 deputy Robert T. Herres
0	95	95	Which [BLK]  [DES] other artists [DES] associated with the Shirelles	UNKNOWN  [TRP] ?e1 performer The Shirelles
1	96	96	Who [BLK]  [DES] owns the ford kansas assembly plant	COMMON  [TRP] ?e0 owning organisation Ford Kansas City Assembly Plant
0	97	97	Which [BLK]  [DES] are some games availible on nintendo's virtual console	COMMON  [TRP] ?e0 website Virtual Console
1	98	98	Which [BLK]  [DES] religion have been #entity1 [DES] People ofWhich [BLK]  [DES] of parliament [DES] are from the Kalutara Electoral district	COMMON  [TRP] ?e0 region Kalutara Electoral District
0	99	99	Which [BLK]  [DES] tenants of #entity1 is also th draft team of Sam CarrrickWhich [BLK]  [DES] the Master Card center	COMMON  [TRP] ?e0 birth date Sam Farr
0	100	100	Which [BLK]  [DES] video game [DES] composed by #entity1Which [BLK]  [DES] Hirokazu Tanaka [DES] is played on virtual Console	COMMON  [TRP] ?e1 platforms Virtual Console [TRP] ?e0 Composer ?e1
0	101	101	Who [BLK]  [DES] was the narrator of #entity1Which [BLK]  [DES] the show [DES] #entity2 DouglasWhich [BLK]  [DES] music [DES] is composed by John Douglas	COMMON  [TRP] ?e2 Composer John Douglas (conductor) [TRP] ?e1 voice ?e2 [TRP] ?e0 film director ?e1
1	102	102	Which [BLK]  [DES] the scientist [DES] whose one of the interest is Chinese poetry	UNKNOWN  [TRP] ?e1 fields Chinese poetry [TRP] ?e1 type scientist
0	103	103	Which [BLK]  [DES] the producers [DES] #entity1 JacksonWhich [BLK]  [DES] movies [DES] starring Michael Jackson	COMMON  [TRP] ?e1 starring Michael Jackson (actor) [TRP] ?e0 producer ?e1
1	104	104	Where [BLK]  [DES] are renaissance centers located	COMMON  [TRP] ?e0 location Renaissance Center
0	105	105	How [BLK]  [DES] people [DES] used to play for Toronto Argonauts	COUNT  [TRP] ?e0 Team Toronto Argonauts
0	106	106	Which [BLK]  [DES] the Artist of Madagascar : Operation Penguin	COMMON  [TRP] ?e0 government type Madagascar
0	107	107	Which [BLK]  [DES] band [DES] Mike Shinoda is in	COMMON  [TRP] ?e0 starring Mike Shinoda
0	108	108	Which [BLK]  [DES] is the common military branch of #entity1Which [BLK]  [DES] Thomas Darden and [DES] of Edwin F. Hunter	COMMON  [TRP] ?e1 rank Thomas Darden [TRP] ?e0 branch ?e1
1	109	109	Is [BLK]  [DES] Plymouth High School for Girls in Devon [DES] county	JUDGE  [TRP] ?e0 county Plymouth High School for Girls
1	110	110	Which [BLK]  [DES] the movies [DES] director is #entity1Which [BLK]  [DES] daughter is Luke Scott	COMMON  [TRP] ?e1 child Luke Scott (director) [TRP] ?e0 film director ?e1 [TRP] ?e0 type movie
0	111	111	Which [BLK]  [DES] the public transit system [DES] operators Go-to-card	UNKNOWN  [TRP] ?e1 Location Leap card
0	112	112	Which [BLK]  [DES] races have Tillingdale's horses	COMMON  [TRP] ?e0 breeder Tillingdale
1	113	113	Which [BLK]  [DES] television show is #entity1Which [BLK]  [DES] the subsequent work of Frasier [DES] the opening theme is Gary Portnoy	COMMON  [TRP] ?e0 opening theme Gary Portnoy [TRP] ?e0 previous work Frasier
0	114	114	Which [BLK]  [DES] the mountain [DES] whose #entity1 is Nevado de TolucaWhich [BLK]  [DES] Sierra Nevada [DES] (U.S.) [DES] parent mountain peak is Nevado de Toluca	COMMON  [TRP] ?e1 parent mountain peak Nevado de Toluca [TRP] ?e0 located in area ?e1
0	115	115	How [BLK]  [DES] people [DES] live in Wilton , Connecticut	COUNT  [TRP] ?e0 resides Connecticut
0	116	116	How [BLK]  [DES] people [DES] live in the Beverly Hills , California	COUNT  [TRP] ?e0 language Beverly Hills Cop
0	117	117	Which [BLK]  [DES] people in the Continental Army [DES] served	UNKNOWN  [TRP] ?e0 service Continental Army
0	118	118	Which [BLK]  [DES] artist [DES] the company [DES] whose artist is Jean-François Coté [DES] 	COUNT  [TRP] ?e0 short description Jean-François Jodar
1	119	119	Which [BLK]  [DES] foundation place of Temenos Group [DES] is the death place of jerzy Jzef Poocki	COMMON  [TRP] ?e0 foundation place Temenos Group
1	120	120	Which [BLK]  [DES] the person [DES] was educated at Harvard-Westlake [DES] won the Screen Actor Guild Life Achievement Award	COMMON  [TRP] ?e0 award Screen Actors Guild Life Achievement Award [TRP] ?e0 type person
0	121	121	Which [BLK]  [DES] the show [DES] #entity2 DouglasWhich [BLK]  [DES] music [DES] is composed by John Douglas	UNKNOWN  [TRP] ?e2 Composer John Douglas (conductor) [TRP] ?e1 voices ?e2
1	122	122	Which [BLK]  [DES] the office holder [DES] predecessor as Samuel W. McCall [DES] office in Massachusetts House of Representatives	COMMON  [TRP] ?e0 predecessor Samuel W. McCall [TRP] ?e0 office Massachusetts House of Representatives [TRP] ?e0 type office holder
0	123	123	Which [BLK]  [DES] Michael Deeley [DES] was distributed by Warner Bros	UNKNOWN  [TRP] ?e1 distributed by Warner Bros.
0	124	124	Who [BLK]  [DES] was succeeded by Arthur Gegei as the office ho0lder	COMMON  [TRP] ?e0 name Arthur Magennis
0	125	125	Which [BLK]  [DES] the people [DES] graduated from the National and Kapodistrian University of Athens	UNKNOWN  [TRP] ?e1 country National and Kapodistrian University of Athens
0	126	126	Which [BLK]  [DES] companies [DES] are under Rolv Erik Ryssdal	UNKNOWN  [TRP] ?e1 short description Rolv Eriksrud
0	127	127	How [BLK]  [DES] places [DES] can I find tombs of #entity1Which [BLK]  [DES] people [DES] fought in the Norwalk Trainband	COUNT  [TRP] ?e1 location Norwalk Islands [TRP] ?e0 place of military conflict ?e1
0	128	128	Which [BLK]  [DES] the TV [DES] #entity2 Makes 3Which [BLK]  [DES] Episodes [DES] whose #entity3 MamaWhich [BLK]  [DES] music [DES] done by Mama	UNKNOWN  [TRP] ?e3 musical band Mama Say [TRP] ?e2 associated band ?e3 [TRP] ?e1 Artist ?e2
0	129	129	Who [BLK]  [DES] is the founder of Hohenau , Paraguay	COMMON  [TRP] ?e0 occupation Paraguay
1	130	130	Who [BLK]  [DES] preceded Lucius Crus as an office holder	COMMON  [TRP] ?e0 predecessor Lucius Cornelius Lentulus Crus
0	131	131	Which [BLK]  [DES] team [DES] the people [DES] drafted to [DES] are in the National Hockey League	COMMON  [TRP] ?e0 headquarters National Hockey League
1	132	132	Which [BLK]  [DES] the first one to ascend a mountain in the Cathedral range	UNKNOWN  [TRP] ?e1 mountain range Cathedral Range
1	133	133	Which [BLK]  [DES] Name few TV [DES] shows aired by Prime Time Entertainment Network [DES] 	COMMON  [TRP] ?e0 network Prime Time Entertainment Network
0	134	134	Which [BLK]  [DES] all tv [DES] shows #entity1Which [BLK]  [DES] are based in boston [DES] are based in massachusetts	COMMON  [TRP] ?e1 city Boston [TRP] ?e1 city Massachusetts [TRP] ?e0 location ?e1
1	135	135	Which [BLK]  [DES] the movies [DES] whose music is given by Laurie Johnson	COMMON  [TRP] ?e0 music Laurie Johnson [TRP] ?e0 type movie
0	136	136	Which [BLK]  [DES] awards [DES] Trainees at #entity1Which [BLK]  [DES] the national film school of Lodz have received	COMMON  [TRP] ?e1 title Henning Camre [TRP] ?e0 alma mater ?e1
1	137	137	Which [BLK]  [DES] all that [DES] flows into the north sea	COMMON  [TRP] ?e0 inflow North Sea
0	138	138	Which [BLK]  [DES] are the organisation founded in Texas [DES] are the organisation founded in Dallas	COMMON  [TRP] ?e0 location city Texas [TRP] ?e0 location city Dallas
1	139	139	Which [BLK]  [DES] the automobile [DES] is the related of Cadillac Fleetwood	UNKNOWN  [TRP] ?e1 related Cadillac Fleetwood [TRP] ?e1 type automobile
1	140	140	Which [BLK]  [DES] common territory [DES] Sino French war take place [DES] the Tonkin campaign take place	COMMON  [TRP] ?e0 territory Tonkin Campaign [TRP] ?e0 territory Sino-French War
0	141	141	Which [BLK]  [DES] the stadium currently run by the Pittsburgh Pirates	UNKNOWN  [TRP] ?e1 owner Pittsburgh Pirates
0	142	142	Which [BLK]  [DES] things [DES] run by the maritime museum of San Diego	UNKNOWN  [TRP] ?e1 name Maritime Museum of San Diego
0	143	143	Where [BLK]  [DES] was the person born #entity1Which [BLK]  [DES] whose successor was Le Hong Phong	COMMON  [TRP] ?e1 death place Đặng Phong [TRP] ?e0 birth place ?e1
0	144	144	Which [BLK]  [DES] league [DES] members of the Czech Extraliga played previously	UNKNOWN  [TRP] ?e0 prospect league Czech Extraliga
1	145	145	Which [BLK]  [DES] is the common citizenship between JSM Hopoer [DES] is the common citizenship between Robert Valentine	COMMON  [TRP] ?e0 nationality Robert Valentine (composer)
0	146	146	Which [BLK]  [DES] companies [DES] were started in Toronto	UNKNOWN  [TRP] ?e1 route start Toronto
1	147	147	Which [BLK]  [DES] the sport [DES] played by #entity1Which [BLK]  [DES] school [DES] also plays Association football	COUNT  [TRP] ?e1 sport Association football [TRP] ?e0 sport ?e1
1	148	148	Is [BLK]  [DES] ANYway [DES] the Quack album	JUDGE  [TRP] ANYway album Quack (album)
1	149	149	Which [BLK]  [DES] work [DES] directed by Orson Welles [DES] distributed by RKO Pictures	COMMON  [TRP] ?e0 distributor RKO Pictures [TRP] ?e0 director Orson Welles
0	150	150	Which [BLK]  [DES] branch of the government [DES] does James L. McConaughy belong	COMMON  [TRP] ?e0 order James L. McConaughy
0	151	151	Which [BLK]  [DES] is the successor of #entity1Which [BLK]  [DES] the governors [DES] whose child is Levi Lincoln , Jr	COMMON  [TRP] ?e1 Governor Levi Lincoln, Jr. [TRP] ?e0 successor ?e1
1	152	152	Which [BLK]  [DES] sports [DES] exist in #entity1Which [BLK]  [DES] the universities [DES] whose president is Emanuel de Guzman	COMMON  [TRP] ?e1 president Emanuel de Guzman [TRP] ?e1 type university [TRP] ?e0 sports ?e1
0	153	153	Which [BLK]  [DES] tennis players [DES] live in Kenthurst , new south wales	COMMON  [TRP] ?e0 resides New South Wales
0	154	154	How [BLK]  [DES] people [DES] have been the head coach for Middlesbrough FC	COUNT  [TRP] ?e0 headquarter Middlesbrough
0	155	155	Which [BLK]  [DES] a basketball player [DES] teams as Chicago Bulls [DES] teams as Phoenix Suns	COMMON  [TRP] ?e0 Team Chicago Bulls [TRP] ?e0 type basketball player
0	156	156	How [BLK]  [DES] things are people famous [DES] were born in Nebraska	COUNT  [TRP] ?e0 location city Nebraska
1	157	157	Which [BLK]  [DES] colonel consort [DES] is Dolley Madison	COMMON  [TRP] ?e0 president Dolley Madison
1	158	158	Which [BLK]  [DES] does the cahora bassa flow into	COMMON  [TRP] ?e0 inflow Cahora Bassa
0	159	159	Which [BLK]  [DES] the junctions [DES] lie on U.S. Route 59 in Texas [DES] lie on U.S. Route 59 in U.S. Route 59	COMMON  [TRP] ?e0 location city Texas
1	160	160	Which [BLK]  [DES] are some common games played at Fr Agnel Multipurpose School [DES] are some common games played at Vishwajyot High School	COMMON  [TRP] ?e0 sport Vishwajyot High School [TRP] ?e0 sport Fr. Agnel Multipurpose School and Junior College
1	161	161	Which [BLK]  [DES] awards did #entity1 [DES] is the creator of Creature Comforts , wonWhich [BLK]  [DES] writer [DES] is the creator of Creature Comforts , won	COMMON  [TRP] ?e1 creator (agent) Creature Comforts [TRP] ?e1 type writer [TRP] ?e0 award ?e1
0	162	162	Which [BLK]  [DES] some TV shows #entity1Which [BLK]  [DES] whose theme is #entity2 with BucketheadWhich [BLK]  [DES] a band [DES] associated with Buckethead	COMMON  [TRP] ?e2 associated band Buckethead [TRP] ?e1 theme music composer ?e2 [TRP] ?e0 series ?e1
1	163	163	"Who [BLK]  [DES] is the performer of #entity1Which [BLK]  [DES] album [DES] has the song "" To Where You Are """	COMMON  [TRP] ?e1 Album To Where You Are [TRP] ?e0 performer ?e1
0	164	164	Where [BLK]  [DES] did Aghasalim Childagh die	COMMON  [TRP] ?e0 occupation Aghasalim Childagh
0	165	165	Who [BLK]  [DES] is the producer of #entity1Which [BLK]  [DES] the single [DES] was the subsequent work of He's a Liar	COMMON  [TRP] ?e1 country Liar (novel) [TRP] ?e0 productions ?e1
0	166	166	Which [BLK]  [DES] the organization [DES] have Austria as one of the member	UNKNOWN  [TRP] ?e1 leader name Austria
0	167	167	Which [BLK]  [DES] all the religions [DES] have been followed by the Sir Lankan attorneys	COMMON  [TRP] ?e0 employment field State's attorney
0	168	168	Which [BLK]  [DES] Of how many battles is Chickasaw Campaign of 1736 consisted	COUNT  [TRP] ?e0 conflict Chickasaw Campaign of 1736
0	169	169	Which [BLK]  [DES] company [DES] is located in Harris County , Texas	COMMON  [TRP] ?e0 location Texas
1	170	170	Which [BLK]  [DES] president [DES] Loretta Ucelli hold an office [DES] Ann Lewis hold an office	COMMON  [TRP] ?e0 President Loretta Ucelli [TRP] ?e0 President Ann Lewis [TRP] ?e0 type president
0	171	171	Which [BLK]  [DES] are some cars related to the ones with a V8	COMMON  [TRP] ?e0 former band member V8 (band)
